PlayerID,PlayerName,birthDate,birthPlace,draft_pick,draft_round,draft_year,college,height,weight,shoots,position
1394,Reggie Evans,"May 18, 1980",USA,,,,University of Iowa,6-8,245lb,Right,Power Forward
1395,Reggie Geary,"August 31, 1973",USA,56th overall,2nd round,1996,University of Arizona,6-2,187lb,Right,Point Guard
1396,Reggie Jackson,"April 16, 1990",Italy,24th overall,1st round,2011,Boston College,6-3,208lb,Right,Point Guard
1397,Reggie Jordan,"January 26, 1968",USA,,,,New Mexico State University,6-4,195lb,Left,Shooting Guard and Point Guard
1398,Reggie Miller,"August 24, 1965",USA,11th overall,1st round,1987,"University of California, Los Angeles",6-7,185lb,Right,Shooting Guard
1399,Reggie Slater,"August 27, 1970",USA,,,,University of Wyoming,6-7,215lb,Right,Power Forward
1401,Renaldo Balkman,"July 14, 1984",USA,20th overall,1st round,2006,University of South Carolina,6-8,208lb,Right,Small Forward and Power Forward
1402,Renaldo Major,"May 7, 1982",USA,,,,"South Plains College, California State University, Fresno",6-7,200lb,Right,Power Forward
1403,Rex Chapman,"October 5, 1967",USA,8th overall,1st round,1988,University of Kentucky,6-4,185lb,Right,Shooting Guard and Point Guard
1404,Rex Walters,"March 12, 1970",USA,16th overall,1st round,1993,"Northwestern University, University of Kansas",6-4,190lb,Left,Point Guard and Shooting Guard
1405,Richard Hamilton,"February 14, 1978",USA,7th overall,1st round,1999,University of Connecticut,6-6,185lb,Right,Small Forward and Shooting Guard
1406,Richard Jefferson,"June 21, 1980",USA,13th overall,1st round,2001,University of Arizona,6-7,233lb,Right,Small Forward
1407,Richaun Holmes,"October 15, 1993",USA,37th overall,2nd round,2015,Bowling Green State University,6-10,235lb,Right,Center and Power Forward
1408,Richie Frahm,"August 14, 1977",USA,,,,Gonzaga University,6-5,210lb,Right,Shooting Guard and Small Forward
1409,Rick Brunson,"June 14, 1972",USA,,,,Temple University,6-4,190lb,Left,Point Guard
1410,Rick Fox,"July 24, 1969",Canada,24th overall,1st round,1991,University of North Carolina,6-7,230lb,Right,Small Forward
1411,Rick Hughes,"August 22, 1973",USA,,,,Thomas More College,6-9,235lb,Right,Power Forward
1412,Rick Mahorn,"September 21, 1958",USA,35th overall,2nd round,1980,Hampton University,6-10,240lb,Right,Power Forward and Center
1413,Ricky Davis,"September 23, 1979",USA,21st overall,1st round,1998,University of Iowa,6-6,195lb,Right,Small Forward and Shooting Guard
1414,Ricky Ledo,"September 10, 1992",USA,43rd overall,2nd round,2013,,6-7,195lb,Right,Shooting Guard
1415,Ricky Pierce,"August 19, 1959",USA,18th overall,1st round,1982,Rice University,6-4,205lb,Right,Point Guard and Shooting Guard
1416,Ricky Rubio,"October 21, 1990",Spain,5th overall,1st round,2009,,6-4,190lb,Right,Point Guard
1417,Rik Smits,"August 23, 1966",Netherlands,2nd overall,1st round,1988,Marist College,7-4,250lb,Right,Center
1418,Rob Kurz,"March 5, 1985",USA,,,,University of Notre Dame,6-9,232lb,Right,Small Forward
1419,Robbie Hummel,"March 8, 1989",USA,58th overall,2nd round,2012,Purdue University,6-8,215lb,Right,Small Forward
1420,Robert Archibald,"March 29, 1980",United Kingdom,32nd overall,2nd round,2002,University of Illinois at Urbana-Champaign,6-11,250lb,Right,Center and Power Forward
1421,Robert Covington,"December 14, 1990",USA,,,,Tennessee State University,6-9,225lb,Right,Small Forward
1422,Robert Hite,"January 12, 1984",USA,,,,University of Miami,6-2,184lb,Left,Shooting Guard
1423,Robert Horry,"August 25, 1970",USA,11th overall,1st round,1992,University of Alabama,6-9,220lb,Right,Power Forward and Small Forward
1424,Robert Pack,"February 3, 1969",USA,,,,University of Southern California,6-2,180lb,Right,Point Guard
1425,Robert Parish,"August 30, 1953",USA,8th overall,1st round,1976,Centenary College of Louisiana,7-0,230lb,Right,Center
1426,Robert Sacre,"June 6, 1989",USA,60th overall,2nd round,2012,Gonzaga University,7-0,270lb,Right,Center
1427,Robert Swift,"December 3, 1985",USA,12th overall,1st round,2004,,7-0,245lb,Right,Center
1428,Robert Traylor,"February 1, 1977",USA,6th overall,1st round,1998,University of Michigan,6-8,284lb,Right,Power Forward and Center
1429,Robert Werdann,"September 12, 1970",USA,46th overall,2nd round,1992,St. John's University,6-11,250lb,Right,Center
1430,Robert Whaley,"April 16, 1982",USA,51st overall,2nd round,2005,"Barton County Community College, University of Cincinnati, Walsh University",6-10,260lb,Right,Center
1431,Robin Lopez,"April 1, 1988",USA,15th overall,1st round,2008,Stanford University,7-0,275lb,Right,Center
1432,Rod Strickland,"July 11, 1966",USA,19th overall,1st round,1988,DePaul University,6-3,175lb,Right,Shooting Guard and Point Guard
1433,Rodney Buford,"November 2, 1977",USA,53rd overall,2nd round,1999,Creighton University,6-5,189lb,Right,Shooting Guard and Small Forward
1434,Rodney Carney,"April 15, 1984",USA,16th overall,1st round,2006,University of Memphis,6-7,205lb,Right,Shooting Guard and Small Forward
1435,Rodney Hood,"October 20, 1992",USA,23rd overall,1st round,2014,"Mississippi State University, Duke University",6-8,206lb,Left,Shooting Guard
1436,Rodney McGruder,"July 29, 1991",USA,,,,Kansas State University,6-4,200lb,Right,Shooting Guard
1437,Rodney Purvis,"February 14, 1994",USA,,,,University of Connecticut,6-4,205lb,Right,Shooting Guard
1438,Rodney Rogers,"June 20, 1971",USA,9th overall,1st round,1993,Wake Forest University,6-7,235lb,Left,Small Forward and Power Forward
1439,Rodney Stuckey,"April 21, 1986",USA,15th overall,1st round,2007,Eastern Washington University,6-5,210lb,Right,Point Guard and Shooting Guard
1440,Rodney White,"June 28, 1980",USA,9th overall,1st round,2001,University of North Carolina at Charlotte,6-9,238lb,Right,Small Forward and Shooting Guard
1441,Rodrick Rhodes,"September 24, 1973",USA,24th overall,1st round,1997,"University of Kentucky, University of Southern California",6-6,225lb,Right,Small Forward and Shooting Guard
1442,Rodrigue Beaubois,"February 24, 1988",Guadeloupe,25th overall,1st round,2009,,6-0,170lb,Right,Point Guard
1443,Roger Powell,"January 15, 1983",USA,,,,University of Illinois at Urbana-Champaign,6-6,235lb,Right,Small Forward
1444,Roko Ukic,"May 12, 1984",Croatia,41st overall,2nd round,2005,,6-5,183lb,Right,Point Guard
1445,Ron Baker,"March 30, 1993",USA,,,,Wichita State University,6-4,220lb,Right,Shooting Guard
1446,Ron Harper,"January 20, 1964",USA,8th overall,1st round,1986,Miami University,6-6,185lb,Right,Shooting Guard and Point Guard
1447,Ron Mercer,"May 18, 1976",USA,6th overall,1st round,1997,University of Kentucky,6-7,210lb,Right,Small Forward and Shooting Guard
1448,Ronald Dupree,"January 26, 1981",USA,,,,Louisiana State University,6-7,209lb,Right,Small Forward
1449,Rondae Hollis-Jefferson,"January 3, 1995",USA,23rd overall,1st round,2015,University of Arizona,6-7,217lb,Left,Small Forward
1450,Ronnie Brewer,"March 20, 1985",USA,14th overall,1st round,2006,University of Arkansas,6-7,220lb,Right,Shooting Guard and Small Forward
1451,Ronnie Price,"June 21, 1983",USA,,,,"Nicholls State University, Utah Valley State College",6-2,190lb,Right,Point Guard and Shooting Guard
1452,Ronny Turiaf,"January 13, 1983",Martinique,37th overall,2nd round,2005,Gonzaga University,6-10,249lb,Right,Center
1453,Rony Seikaly,"May 10, 1965",Lebanon,9th overall,1st round,1988,Syracuse University,6-11,230lb,Right,Center
1454,Roshown McLeod,"November 17, 1975",USA,20th overall,1st round,1998,"St. John's University, Duke University",6-8,221lb,Right,Small Forward
1455,Roy Hibbert,"December 11, 1986",USA,17th overall,1st round,2008,Georgetown University,7-2,270lb,Right,Center
1456,Roy Rogers,"August 19, 1973",USA,22nd overall,1st round,1996,University of Alabama,6-10,235lb,Right,Power Forward
1457,Royal Ivey,"December 20, 1981",USA,37th overall,2nd round,2004,University of Texas at Austin,6-3,200lb,Right,Shooting Guard and Point Guard
1458,Royce O'Neale,"June 5, 1993",USA,,,,Baylor University,6-6,226lb,Right,Small Forward
1459,Royce White,"April 10, 1991",USA,16th overall,1st round,2012,Iowa State University,6-8,270lb,Right,Power Forward
1460,Ruben Boumtje-Boumtje,"May 20, 1978",Cameroon,50th overall,2nd round,2001,Georgetown University,7-0,257lb,Right,Center
1461,Ruben Garces,"October 17, 1973",Panama,,,,Providence College,6-9,245lb,Right,Power Forward
1462,Ruben Patterson,"July 31, 1975",USA,31st overall,2nd round,1998,University of Cincinnati,6-5,224lb,Right,Shooting Guard and Small Forward
1463,Ruben Wolkowyski,"September 30, 1973",Argentina,,,,,6-10,270lb,Right,Power Forward
1464,Rudy Fernandez,"April 4, 1985",Spain,24th overall,1st round,2007,,6-6,185lb,Right,Shooting Guard
1465,Rudy Gay,"August 17, 1986",USA,8th overall,1st round,2006,University of Connecticut,6-8,230lb,Right,Power Forward and Small Forward
1466,Rudy Gobert,"June 26, 1992",France,27th overall,1st round,2013,,7-1,245lb,Right,Center
1467,Rumeal Robinson,"November 13, 1966",Jamaica,10th overall,1st round,1990,University of Michigan,6-2,195lb,Right,Point Guard
1468,Russ Smith,"April 19, 1991",USA,47th overall,2nd round,2014,University of Louisville,6-0,165lb,Right,Point Guard
1469,Russell Westbrook,"November 12, 1988",USA,4th overall,1st round,2008,"University of California, Los Angeles",6-3,200lb,Right,Point Guard
1470,Rusty LaRue,"December 10, 1973",USA,,,,Wake Forest University,6-2,210lb,Right,Point Guard
1471,Ryan Anderson,"May 6, 1988",USA,21st overall,1st round,2008,University of California,6-10,240lb,Right,Power Forward
1472,Ryan Bowen,"November 20, 1975",USA,55th overall,2nd round,1998,University of Iowa,6-7,215lb,Right,Small Forward and Power Forward and Shooting Guard
1473,Ryan Gomes,"September 1, 1982",USA,50th overall,2nd round,2005,Providence College,6-7,250lb,Right,Power Forward and Small Forward
1474,Ryan Hollins,"October 10, 1984",USA,50th overall,2nd round,2006,"University of California, Los Angeles",7-0,240lb,Right,Center and Power Forward
1475,Ryan Humphrey,"July 24, 1979",USA,19th overall,1st round,2002,"University of Oklahoma, University of Notre Dame",6-8,235lb,Right,Power Forward and Small Forward
1476,Ryan Kelly,"April 9, 1991",USA,48th overall,2nd round,2013,Duke University,6-11,230lb,Right,Power Forward
1477,Ryan Reid,"October 30, 1986",USA,57th overall,2nd round,2010,Florida State University,6-8,232lb,Right,Power Forward
1478,Ryan Robertson,"October 2, 1976",USA,45th overall,2nd round,1999,University of Kansas,6-5,190lb,Right,Shooting Guard
1479,Ryan Stack,"July 24, 1975",USA,48th overall,2nd round,1998,University of South Carolina,6-11,215lb,Right,Power Forward
1480,Salah Mejri,"June 15, 1986",Tunisia,,,,,7-2,235lb,Right,Center
1481,Salim Stoudamire,"October 11, 1982",USA,31st overall,2nd round,2005,University of Arizona,6-1,179lb,Left,Point Guard and Shooting Guard
1482,Sam Cassell,"November 18, 1969",USA,24th overall,1st round,1993,Florida State University,6-3,185lb,Right,Point Guard
1483,Sam Dekker,"May 6, 1994",USA,18th overall,1st round,2015,University of Wisconsin,6-9,230lb,Right,Power Forward
1484,Sam Jacobson,"July 22, 1975",USA,26th overall,1st round,1998,University of Minnesota,6-4,215lb,Right,Point Guard
1485,Sam Mack,"May 26, 1970",USA,,,,"Iowa State University, Tyler Junior College, University of Houston",6-7,220lb,Right,Small Forward
1486,Sam Mitchell,"September 2, 1963",USA,54th overall,3rd round,1985,Mercer University,6-6,210lb,Right,Power Forward and Small Forward
1487,Sam Perkins,"June 14, 1961",USA,4th overall,1st round,1984,University of North Carolina,6-9,235lb,Left,Power Forward and Small Forward and Center
1488,Sam Young,"June 1, 1985",District of Columbia,36th overall,2nd round,2009,University of Pittsburgh,6-6,220lb,Right,Shooting Guard and Small Forward
1489,Samaki Walker,"February 25, 1976",USA,9th overall,1st round,1996,University of Louisville,6-9,240lb,Right,Power Forward and Center
1490,Samardo Samuels,"January 9, 1989",Jamaica,,,,University of Louisville,6-9,260lb,Right,Center and Power Forward
1491,Samuel Dalembert,"May 10, 1981",Haiti,26th overall,1st round,2001,Seton Hall University,6-11,255lb,Right,Center
1492,Sarunas Jasikevicius,"March 5, 1976",Lithuania,,,,University of Maryland,6-4,195lb,Right,Shooting Guard and Point Guard
1493,Sarunas Marciulionis,"June 13, 1964",Lithuania,127th overall,6th round,1987,,6-5,200lb,Left,Small Forward and Shooting Guard
1494,Sasha Danilovic,"February 26, 1970",Bosnia and Herzegovina,43rd overall,2nd round,1992,,6-5,200lb,Right,Shooting Guard
1495,Sasha Kaun,"May 8, 1985",Russia,56th overall,2nd round,2008,University of Kansas,6-11,260lb,Right,Center
1496,Sasha Pavlovic,"November 15, 1983",Montenegro,19th overall,1st round,2003,,6-8,220lb,Right,Small Forward and Shooting Guard
1497,Sasha Vujacic,"March 8, 1984",Slovenia,27th overall,1st round,2004,,6-7,195lb,Right,Point Guard and Shooting Guard
1498,Scot Pollard,"February 12, 1975",USA,19th overall,1st round,1997,University of Kansas,6-11,265lb,Right,Center
1499,Scott Brooks,"July 31, 1965",USA,,,,"Texas Christian University, University of California, Irvine",5-11,165lb,Right,Point Guard
1500,Scott Burrell,"January 12, 1971",USA,20th overall,1st round,1993,University of Connecticut,6-7,218lb,Right,Small Forward
1501,Scott Machado,"June 8, 1990",USA,,,,Iona College,6-1,205lb,Right,Point Guard
1502,Scott Padgett,"April 19, 1976",USA,28th overall,1st round,1999,University of Kentucky,6-9,240lb,Right,Power Forward
1503,Scott Williams,"March 21, 1968",USA,,,,University of North Carolina,6-10,230lb,Right,Center and Power Forward
1504,Scottie Pippen,"September 25, 1965",USA,5th overall,1st round,1987,University of Central Arkansas,6-8,210lb,Right,Small Forward
1505,Scotty Hopson,"August 8, 1989",USA,,,,University of Tennessee,6-7,204lb,Right,Shooting Guard
1506,Sean Elliott,"February 2, 1968",USA,3rd overall,1st round,1989,University of Arizona,6-8,205lb,Right,Small Forward
1507,Sean Higgins,"December 30, 1968",USA,54th overall,2nd round,1990,University of Michigan,6-9,205lb,Right,Power Forward and Small Forward
1508,Sean Kilpatrick,"January 6, 1990",USA,,,,University of Cincinnati,6-4,210lb,Right,Shooting Guard
1509,Sean Lampley,"September 3, 1979",USA,45th overall,2nd round,2001,University of California,6-7,227lb,Right,Small Forward
1510,Sean Marks,"August 23, 1975",New Zealand,44th overall,2nd round,1998,University of California,6-10,250lb,Right,Power Forward and Center
1511,Sean May,"April 4, 1984",USA,13th overall,1st round,2005,University of North Carolina,6-9,266lb,Right,Power Forward and Center
1512,Sean Rooks,"September 9, 1969",USA,30th overall,2nd round,1992,University of Arizona,6-10,250lb,Right,Center
1513,Sean Singletary,"September 6, 1985",USA,42nd overall,2nd round,2008,University of Virginia,6-0,185lb,Right,Point Guard
1514,Sean Williams,"September 13, 1986",USA,17th overall,1st round,2007,Boston College,6-10,235lb,Right,Power Forward and Center
1515,Sebastian Telfair,"June 9, 1985",USA,13th overall,1st round,2004,,6-0,165lb,Right,Point Guard
1516,Semaj Christon,"November 1, 1992",USA,55th overall,2nd round,2014,Xavier University,6-3,190lb,Right,Point Guard
1517,Semi Ojeleye,"December 5, 1994",USA,37th overall,2nd round,2017,Southern Methodist University,6-7,241lb,Right,Power Forward
1518,Semih Erden,"July 28, 1986",Turkey,60th overall,2nd round,2008,,7-0,240lb,Right,Center
1519,Serge Ibaka,"September 18, 1989",Republic of the Congo,24th overall,1st round,2008,,6-10,235lb,Right,Power Forward and Center
1520,Sergei Monia,"April 15, 1983",Russia,23rd overall,1st round,2004,,6-8,220lb,Right,Small Forward
1521,Sergey Karasev,"October 26, 1993",Russia,19th overall,1st round,2013,,6-7,208lb,Left,Shooting Guard and Small Forward
1522,Sergio Rodriguez,"June 12, 1986",Spain,27th overall,1st round,2006,,6-3,176lb,Right,Point Guard
1523,Seth Curry,"August 23, 1990",USA,,,,"Liberty University, Duke University",6-2,185lb,Right,Shooting Guard and Point Guard
1524,Shabazz Muhammad,"November 13, 1992",USA,14th overall,1st round,2013,"University of California, Los Angeles",6-6,223lb,Left,Small Forward and Shooting Guard
1525,Shabazz Napier,"July 14, 1991",USA,24th overall,1st round,2014,University of Connecticut,6-1,180lb,Right,Point Guard
1526,Shammond Williams,"April 5, 1975",USA,34th overall,2nd round,1998,University of North Carolina,6-1,201lb,Right,Point Guard and Shooting Guard
1527,Shandon Anderson,"December 31, 1973",USA,54th overall,2nd round,1996,University of Georgia,6-6,208lb,Right,Small Forward and Shooting Guard
1528,Shane Battier,"September 9, 1978",USA,6th overall,1st round,2001,Duke University,6-8,220lb,Right,Small Forward and Shooting Guard
1529,Shane Heal,"September 6, 1970",Australia,,,,,6-0,180lb,Right,Point Guard
1530,Shane Larkin,"October 2, 1992",USA,18th overall,1st round,2013,University of Miami,5-11,175lb,Right,Point Guard
1531,Shannon Brown,"November 29, 1985",USA,25th overall,1st round,2006,Michigan State University,6-4,205lb,Right,Shooting Guard
1532,Shaquille Harrison,"October 6, 1993",USA,,,,University of Tulsa,6-4,190lb,Left,Point Guard
1533,Shaquille O'Neal,"March 6, 1972",USA,1st overall,1st round,1992,Louisiana State University,7-1,325lb,Right,Center
1534,Shareef Abdur-Rahim,"December 11, 1976",USA,3rd overall,1st round,1996,University of California,6-9,225lb,Right,Center and Small Forward and Power Forward
1535,Sharone Wright,"January 30, 1973",USA,6th overall,1st round,1994,Clemson University,6-11,260lb,Right,Center
1536,Sharrod Ford,"January 9, 1982",District of Columbia,,,,Clemson University,6-9,225lb,Right,Power Forward
1537,Shaun Livingston,"September 11, 1985",USA,4th overall,1st round,2004,,6-7,192lb,Right,Shooting Guard and Point Guard
1538,Shavlik Randolph,"November 24, 1983",USA,,,,Duke University,6-10,240lb,Right,Power Forward
1539,Shawn Bradley,"March 22, 1972",Germany,2nd overall,1st round,1993,Brigham Young University,7-6,235lb,Right,Center
1540,Shawn Kemp,"November 26, 1969",USA,17th overall,1st round,1989,Trinity Valley Community College,6-10,230lb,Right,Center and Power Forward
1541,Shawn Long,"January 29, 1993",USA,,,,University of Louisiana at Lafayette,6-9,255lb,Right,Center
1542,Shawn Marion,"May 7, 1978",USA,9th overall,1st round,1999,"University of Nevada, Las Vegas",6-7,220lb,Right,Small Forward and Power Forward
1543,Shawn Respert,"February 6, 1972",USA,8th overall,1st round,1995,Michigan State University,6-1,195lb,Right,Shooting Guard
1544,Shawne Williams,"February 16, 1986",USA,17th overall,1st round,2006,University of Memphis,6-9,225lb,Right,Small Forward and Power Forward and Shooting Guard
1545,Shawnelle Scott,"June 16, 1972",USA,43rd overall,2nd round,1994,St. John's University,6-10,250lb,Right,Center
1546,Shayne Whittington,"March 27, 1991",USA,,,,Western Michigan University,6-11,250lb,Right,Power Forward
1547,Shea Seals,"August 26, 1975",USA,,,,University of Tulsa,6-5,210lb,Right,Shooting Guard
1548,Shelden Williams,"October 21, 1983",USA,5th overall,1st round,2006,Duke University,6-9,250lb,Right,Center and Power Forward
1549,Sheldon Mac,"December 21, 1992",USA,,,,University of Miami,6-5,200lb,Right,Shooting Guard
1550,Shelvin Mack,"April 22, 1990",USA,34th overall,2nd round,2011,Butler University,6-3,203lb,Right,Shooting Guard and Point Guard
1551,Sherman Douglas,"September 15, 1966",District of Columbia,28th overall,2nd round,1989,Syracuse University,6-0,180lb,Right,Point Guard
1552,Sherron Collins,"March 18, 1987",USA,,,,University of Kansas,5-11,205lb,Right,Point Guard
1553,Sim Bhullar,"December 2, 1992",Canada,,,,New Mexico State University,7-5,360lb,Right,Center
1554,Sindarius Thornwell,"November 15, 1994",USA,48th overall,2nd round,2017,University of South Carolina,6-5,215lb,Right,Shooting Guard
1555,Skal Labissiere,"March 18, 1996",Haiti,28th overall,1st round,2016,University of Kentucky,6-11,235lb,Right,Power Forward
1556,Slavko Vranes,"January 30, 1983",Serbia,39th overall,2nd round,2003,,7-5,275lb,Right,Center
1557,Smush Parker,"June 1, 1981",USA,,,,Fordham University,6-4,190lb,Right,Point Guard
1558,Solomon Alabi,"March 21, 1988",Nigeria,50th overall,2nd round,2010,Florida State University,7-1,251lb,Right,Center
1559,Solomon Hill,"March 18, 1991",USA,23rd overall,1st round,2013,University of Arizona,6-7,225lb,Right,Small Forward
1560,Solomon Jones,"July 16, 1984",USA,33rd overall,2nd round,2006,University of South Florida,6-10,230lb,Right,Center and Power Forward
1561,Sonny Weems,"July 8, 1986",USA,39th overall,2nd round,2008,University of Arkansas,6-6,205lb,Right,Shooting Guard and Small Forward
1562,Soumaila Samake,"March 18, 1978",Mali,36th overall,2nd round,2000,,7-0,230lb,Right,Center
1563,Speedy Claxton,"May 8, 1978",USA,20th overall,1st round,2000,Hofstra University,5-11,166lb,Right,Point Guard
1564,Spencer Dinwiddie,"April 6, 1993",USA,38th overall,2nd round,2014,University of Colorado,6-6,210lb,Right,Point Guard
1565,Spencer Hawes,"April 28, 1988",USA,10th overall,1st round,2007,University of Washington,7-1,245lb,Right,Power Forward and Center
1566,Stacey Augmon,"August 1, 1968",USA,9th overall,1st round,1991,"University of Nevada, Las Vegas",6-8,205lb,Left,Small Forward and Shooting Guard
1567,Stanley Johnson,"May 29, 1996",USA,8th overall,1st round,2015,University of Arizona,6-7,245lb,Right,Small Forward
1568,Stanley Roberts,"February 7, 1970",USA,23rd overall,1st round,1991,Louisiana State University,7-0,285lb,Right,Center
1569,Stephane Lasme,"December 17, 1982",Gabon,46th overall,2nd round,2007,University of Massachusetts Amherst,6-8,215lb,Right,Power Forward and Small Forward
1570,Stephen Curry,"March 14, 1988",USA,7th overall,1st round,2009,Davidson College,6-3,190lb,Right,Point Guard
1571,Stephen Graham,"June 11, 1982",USA,,,,"University of Central Florida, Oklahoma State University",6-6,215lb,Right,Shooting Guard and Small Forward
1572,Stephen Howard,"July 15, 1970",USA,,,,DePaul University,6-9,225lb,Left,Small Forward
1573,Stephen Jackson,"April 5, 1978",USA,42nd overall,2nd round,1997,Butler County Community College,6-8,218lb,Right,Small Forward and Shooting Guard and Power Forward
1574,Stephen Zimmerman,"September 9, 1996",USA,41st overall,2nd round,2016,"University of Nevada, Las Vegas",7-0,240lb,Left,Center
1575,Stephon Marbury,"February 20, 1977",USA,4th overall,1st round,1996,Georgia Institute of Technology,6-2,180lb,Right,Point Guard
1576,Sterling Brown,"February 10, 1995",USA,46th overall,2nd round,2017,Southern Methodist University,6-6,232lb,Right,Shooting Guard
1577,Steve Blake,"February 26, 1980",USA,38th overall,2nd round,2003,University of Maryland,6-3,172lb,Right,Point Guard
1578,Steve Francis,"February 21, 1977",USA,2nd overall,1st round,1999,University of Maryland,6-3,195lb,Right,Shooting Guard and Point Guard
1579,Steve Goodrich,"March 18, 1976",USA,,,,Princeton University,6-10,220lb,Right,Power Forward and Small Forward
1580,Steve Hamer,"November 13, 1973",USA,38th overall,2nd round,1996,University of Tennessee,7-0,245lb,Right,Center
1581,Steve Henson,"February 2, 1968",USA,44th overall,2nd round,1990,Kansas State University,5-11,177lb,Right,Point Guard
1582,Steve Kerr,"September 27, 1965",Lebanon,50th overall,2nd round,1988,University of Arizona,6-3,175lb,Right,Shooting Guard and Point Guard
1583,Steve Nash,"February 7, 1974",South Africa,15th overall,1st round,1996,Santa Clara University,6-3,195lb,Right,Point Guard
1584,Steve Novak,"June 13, 1983",USA,32nd overall,2nd round,2006,Marquette University,6-10,225lb,Right,Power Forward and Small Forward
1585,Steve Scheffler,"September 3, 1967",USA,39th overall,2nd round,1990,Purdue University,6-9,250lb,Left,Center
1586,Steven Adams,"July 20, 1993",New Zealand,12th overall,1st round,2013,University of Pittsburgh,7-0,265lb,Right,Center
1587,Steven Hill,"November 14, 1985",USA,,,,University of Arkansas,7-0,248lb,Left,Power Forward
1588,Steven Hunter,"October 31, 1981",USA,15th overall,1st round,2001,DePaul University,7-0,220lb,Right,Power Forward and Center
1589,Steven Smith,"April 12, 1983",USA,,,,La Salle University,6-8,235lb,Right,Power Forward
1590,Stojko Vrankovic,"January 22, 1964",Croatia,,,,,7-2,260lb,Right,Center
1591,Stromile Swift,"November 21, 1979",USA,2nd overall,1st round,2000,Louisiana State University,6-9,225lb,Right,Power Forward and Center
1592,Sundiata Gaines,"April 18, 1986",USA,,,,University of Georgia,6-1,185lb,Right,Shooting Guard and Point Guard
1593,T.J. Ford,"March 24, 1983",USA,8th overall,1st round,2003,University of Texas at Austin,6-0,165lb,Right,Point Guard
1594,T.J. McConnell,"March 25, 1992",USA,,,,"Duquesne University, University of Arizona",6-2,190lb,Right,Point Guard
1595,T.J. Warren,"September 5, 1993",USA,14th overall,1st round,2014,North Carolina State University,6-8,215lb,Right,Small Forward
1596,Taj Gibson,"June 24, 1985",USA,26th overall,1st round,2009,University of Southern California,6-9,232lb,Right,Power Forward
1597,Tamar Slay,"April 2, 1980",USA,54th overall,2nd round,2002,Marshall University,6-8,215lb,Right,Shooting Guard
1598,Tang Hamilton,"May 26, 1978",USA,,,,Mississippi State University,6-8,220lb,Right,Small Forward
1599,Tarence Kinsey,"March 21, 1984",USA,,,,University of South Carolina,6-6,185lb,Right,Shooting Guard
1600,Tarik Black,"November 22, 1991",USA,,,,"University of Memphis, University of Kansas",6-9,250lb,Right,Center
1601,Tariq Abdul-Wahad,"November 3, 1974",France,11th overall,1st round,1997,"University of Michigan, San Jose State University",6-6,223lb,Right,Shooting Guard
1602,Taurean Green,"November 28, 1986",USA,52nd overall,2nd round,2007,University of Florida,6-0,177lb,Right,Shooting Guard and Point Guard
1603,Taurean Prince,"March 22, 1994",USA,12th overall,1st round,2016,Baylor University,6-8,220lb,Right,Small Forward
1604,Taylor Griffin,"April 18, 1986",USA,48th overall,2nd round,2009,University of Oklahoma,6-7,238lb,Right,Small Forward
1605,Tayshaun Prince,"February 28, 1980",USA,23rd overall,1st round,2002,University of Kentucky,6-9,212lb,Left,Small Forward
1606,Terence Morris,"January 11, 1979",USA,34th overall,2nd round,2001,University of Maryland,6-9,221lb,Right,Small Forward
1607,Terrance Ferguson,"May 17, 1998",USA,21st overall,1st round,2017,,6-7,190lb,Right,Shooting Guard
1608,Terrance Roberson,"December 30, 1976",USA,,,,"California State University, Fresno",6-7,215lb,Right,Small Forward
1609,Terrel Harris,"August 10, 1987",USA,,,,Oklahoma State University,6-5,190lb,Right,Shooting Guard
1610,Terrell Brandon,"May 20, 1970",USA,11th overall,1st round,1991,University of Oregon,5-11,180lb,Right,Point Guard
1611,Terrence Jones,"January 9, 1992",USA,18th overall,1st round,2012,University of Kentucky,6-9,252lb,Left,Power Forward
1612,Terrence Ross,"February 5, 1991",USA,8th overall,1st round,2012,University of Washington,6-7,206lb,Right,Small Forward and Shooting Guard
1613,Terrence Williams,"June 28, 1987",USA,11th overall,1st round,2009,University of Louisville,6-6,220lb,Right,Small Forward and Shooting Guard
1614,Terry Cummings,"March 15, 1961",USA,2nd overall,1st round,1982,DePaul University,6-9,220lb,Right,Power Forward and Small Forward
1615,Terry Davis,"June 17, 1967",USA,,,,Virginia Union University,6-9,225lb,Left,Power Forward and Center
1616,Terry Dehere,"September 12, 1971",USA,13th overall,1st round,1993,Seton Hall University,6-2,190lb,Right,Point Guard and Shooting Guard
1617,Terry Mills,"December 21, 1967",USA,16th overall,1st round,1990,University of Michigan,6-10,230lb,Right,Power Forward
1618,Terry Porter,"April 8, 1963",USA,24th overall,1st round,1985,University of Wisconsin-Stevens Point,6-3,195lb,Right,Point Guard
1619,Terry Rozier,"March 17, 1994",USA,16th overall,1st round,2015,University of Louisville,6-1,190lb,Right,Point Guard
1620,Thabo Sefolosha,"May 2, 1984",Switzerland,13th overall,1st round,2006,,6-7,220lb,Right,Small Forward and Shooting Guard
1621,Thaddeus Young,"June 21, 1988",USA,12th overall,1st round,2007,Georgia Institute of Technology,6-8,221lb,Left,Power Forward
1622,Thanasis Antetokounmpo,"July 17, 1992",Greece,51st overall,2nd round,2014,,6-7,205lb,Right,Small Forward
